lead_id,open_rate,click_rate,czas_od_kontaktu,liczba_pracownikow,segment,region,recommended_action,target
LEAD-0379,0.81,0.45,51,7,przychodnia,pomorskie,offer,1
LEAD-0380,0.28,0.8,47,3,samodzielna,slaskie,call,1
LEAD-0381,0.12,0.82,53,19,samodzielna,pomorskie,call,1
LEAD-0382,0.7,0.86,64,24,przychodnia,wielkopolskie,call,1
LEAD-0383,0.63,0.92,38,3,przychodnia,pomorskie,call,1
LEAD-0384,0.88,0.43,64,13,przychodnia,slaskie,call,0
LEAD-0385,0.74,0.32,87,23,przychodnia,slaskie,email,0
LEAD-0386,0.8,0.58,89,38,samodzielna,mazowieckie,call,0
LEAD-0387,0.28,0.37,7,21,samodzielna,pomorskie,email,1
LEAD-0388,0.18,0.6,22,40,samodzielna,slaskie,offer,1
LEAD-0389,0.75,0.71,81,25,samodzielna,mazowieckie,call,0
LEAD-0390,0.81,0.69,82,49,przychodnia,wielkopolskie,call,0
LEAD-0391,0.99,0.37,41,21,przychodnia,slaskie,call,0
LEAD-0392,0.41,0.17,74,2,samodzielna,mazowieckie,offer,0
LEAD-0393,0.37,0.43,10,2,samodzielna,slaskie,email,1
LEAD-0394,0.78,0.14,57,18,przychodnia,pomorskie,email,0
LEAD-0395,0.34,0.89,7,2,przychodnia,mazowieckie,call,1
LEAD-0396,0.93,0.35,50,46,przychodnia,pomorskie,call,0
LEAD-0397,0.86,0.15,52,31,przychodnia,wielkopolskie,call,1
LEAD-0398,0.43,0.03,33,42,przychodnia,pomorskie,call,1
LEAD-0399,0.75,0.65,1,48,samodzielna,mazowieckie,offer,1
LEAD-0400,0.75,0.64,53,4,samodzielna,slaskie,call,1
LEAD-0401,0.1,0.34,60,47,przychodnia,mazowieckie,offer,0
LEAD-0402,0.9,0.07,34,12,przychodnia,pomorskie,call,0
LEAD-0403,0.51,0.41,4,25,samodzielna,pomorskie,email,0
LEAD-0404,0.83,0.31,17,23,przychodnia,slaskie,email,1
LEAD-0405,0.32,0.68,4,45,samodzielna,wielkopolskie,call,0
LEAD-0406,0.9,0.61,43,46,samodzielna,mazowieckie,call,0
LEAD-0407,0.39,0.36,4,27,samodzielna,slaskie,offer,0
LEAD-0408,0.01,0.22,1,14,samodzielna,slaskie,call,1
LEAD-0409,0.91,0.99,71,2,przychodnia,slaskie,call,1
LEAD-0410,0.09,0.45,50,25,przychodnia,mazowieckie,call,1
LEAD-0411,0.32,0.69,73,11,samodzielna,mazowieckie,email,0
LEAD-0412,0.95,0.14,61,36,przychodnia,mazowieckie,offer,0
LEAD-0413,0.95,0.49,35,25,przychodnia,wielkopolskie,email,0
LEAD-0414,0.57,0.03,8,29,przychodnia,slaskie,offer,1
LEAD-0415,0.63,0.51,24,37,przychodnia,pomorskie,email,0
LEAD-0416,0.45,0.96,83,17,samodzielna,pomorskie,call,1
LEAD-0417,0.29,0.38,36,41,przychodnia,slaskie,email,1
LEAD-0418,0.33,0.04,50,17,samodzielna,pomorskie,email,1
LEAD-0419,0.67,0.03,43,18,samodzielna,wielkopolskie,offer,1
LEAD-0420,0.75,0.39,27,16,przychodnia,wielkopolskie,offer,0
LEAD-0421,0.79,0.16,32,17,samodzielna,mazowieckie,email,0
LEAD-0422,0.79,0.02,78,16,przychodnia,mazowieckie,offer,1
LEAD-0423,0.09,0.76,18,35,przychodnia,mazowieckie,offer,0
LEAD-0424,0.49,0.46,28,12,samodzielna,mazowieckie,offer,1
LEAD-0425,0.06,0.29,29,2,przychodnia,mazowieckie,offer,0
LEAD-0426,0.55,0.9,16,16,samodzielna,pomorskie,offer,0
LEAD-0427,0.44,0.12,47,27,samodzielna,pomorskie,email,1
LEAD-0428,0.89,0.96,59,5,przychodnia,mazowieckie,offer,1
LEAD-0429,0.35,0.31,31,44,przychodnia,wielkopolskie,call,1
LEAD-0430,0.12,0.89,4,6,przychodnia,pomorskie,email,1
LEAD-0431,0.14,0.6,37,36,samodzielna,wielkopolskie,email,0
LEAD-0432,0.76,0.83,17,14,przychodnia,wielkopolskie,email,1
LEAD-0433,0.62,0.98,39,11,samodzielna,slaskie,offer,0
LEAD-0434,0.1,0.29,48,12,samodzielna,slaskie,call,1
LEAD-0435,0.08,0.96,46,19,przychodnia,mazowieckie,offer,0
LEAD-0436,0.7,0.39,48,35,przychodnia,wielkopolskie,email,1
LEAD-0437,0.07,0.39,39,40,przychodnia,pomorskie,email,0
LEAD-0438,0.82,0.34,4,42,samodzielna,slaskie,email,0
LEAD-0439,0.71,0.54,30,43,przychodnia,slaskie,email,0
LEAD-0440,0.08,0.15,30,24,samodzielna,wielkopolskie,offer,1
LEAD-0441,0.08,0.55,22,8,przychodnia,slaskie,call,1
LEAD-0442,0.99,0.54,75,40,przychodnia,slaskie,call,1
LEAD-0443,0.37,0.76,66,4,samodzielna,pomorskie,email,1
LEAD-0444,0.37,0.83,12,13,samodzielna,wielkopolskie,call,0
LEAD-0445,0.81,0.44,36,8,przychodnia,slaskie,email,0
LEAD-0446,0.95,0.3,18,27,przychodnia,wielkopolskie,email,0
LEAD-0447,0.99,0.26,53,34,przychodnia,slaskie,call,1
LEAD-0448,0.75,0.19,71,38,przychodnia,pomorskie,email,0
LEAD-0449,0.38,0.06,1,49,przychodnia,wielkopolskie,call,0
LEAD-0450,0.08,0.34,58,16,samodzielna,slaskie,email,1
LEAD-0451,0.78,0.27,87,3,samodzielna,pomorskie,call,1
LEAD-0452,0.56,0.97,6,42,samodzielna,slaskie,email,0
LEAD-0453,0.42,0.56,70,8,samodzielna,wielkopolskie,call,1
LEAD-0454,0.91,0.35,44,33,przychodnia,slaskie,email,1
LEAD-0455,0.11,0.58,72,5,samodzielna,wielkopolskie,email,1
LEAD-0456,0.49,0.14,24,21,samodzielna,wielkopolskie,email,1
LEAD-0457,0.01,0.44,86,37,samodzielna,slaskie,call,0
LEAD-0458,0.47,0.63,19,33,przychodnia,pomorskie,offer,0
LEAD-0459,0.06,0.49,18,29,samodzielna,mazowieckie,email,0
LEAD-0460,0.12,0.4,30,14,przychodnia,pomorskie,email,0
LEAD-0461,0.12,0.99,42,2,samodzielna,pomorskie,call,0
LEAD-0462,0.65,0.88,33,36,przychodnia,slaskie,email,1
LEAD-0463,0.75,0.62,74,49,samodzielna,pomorskie,email,0
LEAD-0464,0.58,0.57,12,31,przychodnia,pomorskie,email,0
LEAD-0465,0.96,0.62,27,37,samodzielna,mazowieckie,email,1
LEAD-0466,0.37,0.2,39,26,przychodnia,pomorskie,offer,1
LEAD-0467,0.29,0.4,9,17,przychodnia,mazowieckie,offer,1
LEAD-0468,0.87,0.04,21,20,samodzielna,slaskie,email,0
LEAD-0469,0.22,0.48,76,2,przychodnia,mazowieckie,email,1
LEAD-0470,0.96,0.54,29,6,przychodnia,wielkopolskie,email,1
LEAD-0471,0.01,0.23,33,23,samodzielna,wielkopolskie,offer,1
LEAD-0472,0.97,0.96,62,25,samodzielna,mazowieckie,offer,0
LEAD-0473,0.04,0.91,15,44,przychodnia,wielkopolskie,call,1
LEAD-0474,0.89,0.72,2,46,samodzielna,slaskie,call,1
LEAD-0475,0.53,0.53,52,38,samodzielna,wielkopolskie,email,0
LEAD-0476,0.99,0.87,44,37,samodzielna,mazowieckie,email,1
LEAD-0477,0.07,0.13,54,37,przychodnia,slaskie,offer,0
LEAD-0478,0.55,0.79,18,5,przychodnia,wielkopolskie,email,0
LEAD-0479,0.97,0.12,3,37,przychodnia,slaskie,email,1
LEAD-0480,0.52,0.79,7,19,przychodnia,mazowieckie,offer,0
LEAD-0481,0.63,0.28,43,17,przychodnia,wielkopolskie,offer,1
LEAD-0482,0.7,0.88,82,42,przychodnia,slaskie,offer,1
LEAD-0483,0.45,0.94,38,19,przychodnia,slaskie,offer,1
LEAD-0484,0.63,0.15,37,23,samodzielna,wielkopolskie,call,1
LEAD-0485,0.58,0.46,58,3,przychodnia,slaskie,offer,0
LEAD-0486,0.9,0.98,33,22,przychodnia,slaskie,offer,1
LEAD-0487,0.05,0.48,59,37,samodzielna,mazowieckie,email,1
LEAD-0488,0.28,0.86,11,45,samodzielna,mazowieckie,email,1
LEAD-0489,0.95,0.59,68,40,samodzielna,mazowieckie,email,0
LEAD-0490,0.89,0.38,82,48,przychodnia,mazowieckie,call,0
LEAD-0491,0.46,0.29,68,40,samodzielna,mazowieckie,offer,1
LEAD-0492,0.62,0.2,88,30,przychodnia,mazowieckie,offer,0
LEAD-0493,0.28,0.76,22,27,przychodnia,wielkopolskie,call,0
LEAD-0494,0.19,0.39,66,22,przychodnia,mazowieckie,offer,1
LEAD-0495,0.46,0.51,44,18,samodzielna,slaskie,email,1
LEAD-0496,0.35,0.49,6,17,samodzielna,wielkopolskie,call,1
LEAD-0497,0.58,0.58,42,32,przychodnia,slaskie,offer,1
LEAD-0498,0.08,0.87,25,10,przychodnia,mazowieckie,call,1
LEAD-0499,0.97,0.98,57,32,przychodnia,mazowieckie,call,0
LEAD-0500,0.99,0.41,85,15,samodzielna,slaskie,offer,1
LEAD-0501,0.7,0.83,55,38,przychodnia,slaskie,email,1
LEAD-0502,0.54,0.76,16,3,samodzielna,slaskie,offer,1
LEAD-0503,0.31,0.57,14,49,przychodnia,pomorskie,offer,1
LEAD-0504,0.81,0.96,39,47,samodzielna,pomorskie,email,1
LEAD-0505,0.68,0.2,28,15,przychodnia,pomorskie,offer,0
LEAD-0506,0.16,0.11,51,34,samodzielna,pomorskie,offer,1
LEAD-0507,0.91,0.85,49,36,samodzielna,wielkopolskie,offer,0
LEAD-0508,0.82,0.44,9,40,samodzielna,mazowieckie,call,1
LEAD-0509,0.95,0.85,58,48,samodzielna,slaskie,call,1
LEAD-0510,0.73,0.89,45,21,samodzielna,mazowieckie,call,1
LEAD-0511,0.61,0.06,22,3,samodzielna,slaskie,offer,0
LEAD-0512,0.42,0.88,32,42,przychodnia,mazowieckie,email,1
LEAD-0513,0.93,0.45,69,20,przychodnia,wielkopolskie,call,1
LEAD-0514,0.87,0.51,87,38,przychodnia,pomorskie,email,1
LEAD-0515,0.05,0.63,69,19,przychodnia,mazowieckie,offer,1
LEAD-0516,0.03,0.93,42,17,samodzielna,slaskie,call,1
LEAD-0517,0.38,0.02,53,5,przychodnia,mazowieckie,offer,1
LEAD-0518,0.81,0.48,59,13,samodzielna,wielkopolskie,email,1
LEAD-0519,0.99,0.69,74,30,samodzielna,wielkopolskie,call,0
LEAD-0520,0.15,0.72,39,8,samodzielna,mazowieckie,call,1
LEAD-0521,0.59,0.69,15,15,przychodnia,pomorskie,call,1
LEAD-0522,0.38,0.13,71,13,samodzielna,slaskie,call,1
LEAD-0523,0.97,0.3,29,36,przychodnia,wielkopolskie,email,0
LEAD-0524,0.84,0.36,3,6,przychodnia,wielkopolskie,call,0
LEAD-0525,0.84,0.8,83,18,przychodnia,mazowieckie,offer,1
LEAD-0526,0.47,0.28,10,43,przychodnia,wielkopolskie,call,0
LEAD-0527,0.41,0.21,29,33,przychodnia,wielkopolskie,email,1
LEAD-0528,0.27,0.96,79,11,samodzielna,slaskie,call,1
LEAD-0529,0.06,0.01,35,44,samodzielna,pomorskie,email,0
LEAD-0530,0.86,1.0,6,18,przychodnia,slaskie,email,1
LEAD-0531,0.81,0.68,12,6,samodzielna,pomorskie,offer,0
LEAD-0532,1.0,0.83,38,46,przychodnia,slaskie,call,0
LEAD-0533,1.0,0.29,77,43,samodzielna,mazowieckie,call,0
LEAD-0534,0.56,0.01,19,10,samodzielna,wielkopolskie,call,1
LEAD-0535,0.77,0.74,67,34,samodzielna,pomorskie,offer,1
LEAD-0536,0.94,0.83,8,37,samodzielna,mazowieckie,offer,1
LEAD-0537,0.85,0.74,8,37,samodzielna,wielkopolskie,email,1
LEAD-0538,0.25,0.14,84,19,samodzielna,wielkopolskie,email,1
LEAD-0539,0.45,0.75,47,10,samodzielna,wielkopolskie,email,1
LEAD-0540,0.13,0.77,4,30,samodzielna,slaskie,offer,1
LEAD-0541,0.95,0.66,51,15,samodzielna,mazowieckie,offer,0
LEAD-0542,0.61,0.77,85,26,samodzielna,mazowieckie,offer,1
LEAD-0543,0.23,0.85,67,16,samodzielna,wielkopolskie,email,1
LEAD-0544,0.67,0.61,45,7,samodzielna,pomorskie,offer,1
LEAD-0545,0.62,0.09,8,43,samodzielna,mazowieckie,email,0
LEAD-0546,0.36,0.49,87,30,przychodnia,slaskie,email,0
LEAD-0547,0.11,0.08,16,16,samodzielna,pomorskie,call,0
LEAD-0548,0.67,0.41,77,30,samodzielna,pomorskie,call,1
LEAD-0549,0.52,0.41,67,5,samodzielna,pomorskie,call,0
LEAD-0550,0.77,0.07,9,19,samodzielna,pomorskie,email,0
LEAD-0551,0.52,0.35,60,45,samodzielna,mazowieckie,call,1
LEAD-0552,0.85,0.11,78,40,samodzielna,wielkopolskie,call,1
LEAD-0553,0.55,0.81,77,17,przychodnia,pomorskie,call,1
LEAD-0554,0.56,0.95,71,12,przychodnia,slaskie,offer,0
LEAD-0555,0.88,0.07,15,15,przychodnia,slaskie,email,1
LEAD-0556,0.4,0.96,71,4,samodzielna,wielkopolskie,call,1
LEAD-0557,0.13,0.52,41,43,samodzielna,mazowieckie,offer,1
LEAD-0558,0.03,0.3,22,39,samodzielna,wielkopolskie,offer,1
LEAD-0559,0.76,0.08,24,46,przychodnia,pomorskie,offer,1
LEAD-0560,0.62,0.5,44,43,samodzielna,mazowieckie,call,1
LEAD-0561,0.7,0.79,1,19,samodzielna,mazowieckie,offer,0
LEAD-0562,0.21,0.71,10,21,przychodnia,pomorskie,email,1
LEAD-0563,0.14,0.05,80,49,przychodnia,slaskie,offer,0
LEAD-0564,0.01,0.07,72,26,samodzielna,pomorskie,offer,0
LEAD-0565,0.35,0.4,56,39,samodzielna,wielkopolskie,offer,1
LEAD-0566,0.59,0.3,89,14,samodzielna,pomorskie,offer,0
LEAD-0567,0.39,0.23,50,5,samodzielna,slaskie,email,0
LEAD-0568,0.44,0.28,12,15,przychodnia,pomorskie,call,0
LEAD-0569,0.9,0.8,89,34,samodzielna,wielkopolskie,email,1
LEAD-0570,0.35,0.93,81,29,samodzielna,wielkopolskie,email,0
LEAD-0571,0.51,0.41,60,38,przychodnia,slaskie,call,0
LEAD-0572,0.78,0.91,26,9,samodzielna,wielkopolskie,offer,0
LEAD-0573,0.4,0.32,78,45,samodzielna,wielkopolskie,call,0
LEAD-0574,0.62,0.48,41,35,przychodnia,pomorskie,call,1
LEAD-0575,0.86,0.23,36,45,przychodnia,mazowieckie,email,1
LEAD-0576,0.95,0.64,23,6,samodzielna,wielkopolskie,call,0
LEAD-0577,0.15,0.98,43,6,przychodnia,wielkopolskie,offer,1
LEAD-0578,0.93,0.6,6,32,przychodnia,slaskie,email,1
LEAD-0579,0.49,0.36,69,46,samodzielna,slaskie,offer,0
LEAD-0580,0.26,0.65,43,10,przychodnia,pomorskie,email,1
LEAD-0581,0.46,0.12,25,43,samodzielna,pomorskie,offer,1
LEAD-0582,0.98,0.89,18,33,samodzielna,wielkopolskie,call,0
LEAD-0583,0.49,0.5,62,34,samodzielna,mazowieckie,call,0
LEAD-0584,0.33,0.45,13,4,samodzielna,mazowieckie,call,1
LEAD-0585,0.63,0.59,43,31,przychodnia,pomorskie,offer,1
LEAD-0586,0.24,0.62,78,13,samodzielna,slaskie,email,1
LEAD-0587,0.08,0.07,28,30,samodzielna,wielkopolskie,email,1
LEAD-0588,0.13,0.68,18,4,samodzielna,wielkopolskie,email,0
LEAD-0589,0.13,0.24,59,27,samodzielna,mazowieckie,call,0
LEAD-0590,0.15,0.71,60,31,przychodnia,pomorskie,offer,0
LEAD-0591,0.14,0.82,63,10,przychodnia,mazowieckie,email,0
LEAD-0592,0.64,0.8,57,27,przychodnia,mazowieckie,offer,0
LEAD-0593,0.18,0.55,51,3,samodzielna,pomorskie,email,1
LEAD-0594,0.35,0.52,56,4,przychodnia,slaskie,call,1
LEAD-0595,0.9,0.14,27,47,przychodnia,wielkopolskie,offer,0
LEAD-0596,0.47,0.78,32,5,samodzielna,slaskie,email,0
LEAD-0597,0.67,0.27,9,26,przychodnia,pomorskie,email,0
LEAD-0598,0.17,0.5,84,14,samodzielna,pomorskie,email,1
LEAD-0599,0.19,0.28,68,40,przychodnia,wielkopolskie,email,1
LEAD-0600,0.04,0.13,46,45,przychodnia,slaskie,call,1
LEAD-0601,0.17,0.63,67,36,przychodnia,wielkopolskie,email,0
LEAD-0602,0.28,0.05,26,24,przychodnia,mazowieckie,email,0
LEAD-0603,0.18,0.75,8,10,samodzielna,mazowieckie,call,0
LEAD-0604,0.09,0.32,6,3,samodzielna,mazowieckie,email,0
LEAD-0605,0.12,0.0,80,42,przychodnia,slaskie,offer,0
LEAD-0606,0.46,0.51,24,45,samodzielna,mazowieckie,offer,1
LEAD-0607,0.21,0.05,48,32,przychodnia,wielkopolskie,email,0
LEAD-0608,0.36,0.28,45,45,przychodnia,slaskie,call,1
LEAD-0609,0.5,0.71,13,48,przychodnia,wielkopolskie,call,1
LEAD-0610,0.69,0.06,69,3,przychodnia,pomorskie,call,1
LEAD-0611,0.04,0.84,25,33,przychodnia,slaskie,email,1
LEAD-0612,0.8,0.0,20,19,przychodnia,wielkopolskie,email,1
LEAD-0613,0.63,0.25,82,14,samodzielna,wielkopolskie,offer,0
LEAD-0614,0.08,0.74,82,47,samodzielna,slaskie,call,0
LEAD-0615,0.87,0.32,66,6,przychodnia,pomorskie,email,0
LEAD-0616,0.92,0.1,74,43,samodzielna,slaskie,email,1
LEAD-0617,0.06,0.36,45,45,przychodnia,mazowieckie,email,1
LEAD-0618,0.28,0.27,47,11,samodzielna,mazowieckie,call,1
LEAD-0619,0.81,0.84,63,44,samodzielna,pomorskie,call,1
LEAD-0620,0.75,0.31,76,26,samodzielna,wielkopolskie,offer,1
LEAD-0621,0.18,0.79,77,35,przychodnia,wielkopolskie,call,1
LEAD-0622,0.21,0.89,55,38,samodzielna,wielkopolskie,email,0
LEAD-0623,0.37,0.43,75,31,przychodnia,slaskie,offer,1
LEAD-0624,0.48,0.91,19,8,przychodnia,slaskie,call,1
LEAD-0625,0.62,0.38,35,7,przychodnia,pomorskie,call,0
LEAD-0626,0.37,0.96,53,4,samodzielna,mazowieckie,call,1
LEAD-0627,0.46,0.09,26,14,samodzielna,wielkopolskie,call,0
LEAD-0628,0.75,0.69,14,4,samodzielna,mazowieckie,email,0
LEAD-0629,0.04,0.49,45,27,przychodnia,slaskie,call,0
LEAD-0630,0.25,0.39,44,25,przychodnia,slaskie,email,1
LEAD-0631,0.71,0.63,88,7,samodzielna,slaskie,email,0
LEAD-0632,0.9,0.7,65,44,przychodnia,mazowieckie,email,0
LEAD-0633,0.51,0.0,51,43,samodzielna,pomorskie,offer,1
LEAD-0634,0.53,0.17,43,13,samodzielna,pomorskie,email,0
LEAD-0635,0.11,0.71,86,37,samodzielna,slaskie,call,1
LEAD-0636,0.45,0.67,23,3,samodzielna,wielkopolskie,offer,1
LEAD-0637,0.53,0.97,56,12,przychodnia,mazowieckie,call,0
LEAD-0638,0.24,0.76,19,40,samodzielna,slaskie,email,1
LEAD-0639,0.27,0.95,82,35,samodzielna,mazowieckie,call,1
LEAD-0640,0.38,0.7,76,27,samodzielna,mazowieckie,offer,0
LEAD-0641,0.02,0.3,55,19,samodzielna,pomorskie,offer,0
LEAD-0642,0.32,0.11,60,22,samodzielna,slaskie,call,0
LEAD-0643,0.21,0.78,59,37,samodzielna,pomorskie,call,0
LEAD-0644,0.33,0.64,33,41,samodzielna,slaskie,call,1
LEAD-0645,0.12,0.05,19,47,przychodnia,mazowieckie,offer,0
LEAD-0646,0.89,0.36,28,45,przychodnia,pomorskie,email,0
LEAD-0647,0.59,0.96,52,23,przychodnia,mazowieckie,call,0
LEAD-0648,0.68,0.5,49,31,przychodnia,slaskie,email,1
LEAD-0649,0.79,0.43,37,44,samodzielna,wielkopolskie,offer,1
LEAD-0650,0.5,0.46,26,31,przychodnia,pomorskie,call,1
LEAD-0651,0.09,0.21,40,9,przychodnia,pomorskie,call,1
LEAD-0652,0.54,0.37,80,35,przychodnia,mazowieckie,offer,1
LEAD-0653,0.59,0.37,38,48,samodzielna,mazowieckie,call,0
LEAD-0654,0.75,0.05,77,10,przychodnia,wielkopolskie,email,1
LEAD-0655,0.43,0.77,87,21,przychodnia,pomorskie,offer,1
LEAD-0656,0.13,0.42,54,41,samodzielna,slaskie,offer,1
LEAD-0657,0.28,0.82,22,26,przychodnia,slaskie,call,0
LEAD-0658,0.36,0.85,16,20,samodzielna,pomorskie,offer,0
LEAD-0659,0.65,0.21,28,6,przychodnia,pomorskie,call,1
LEAD-0660,0.57,0.66,35,12,samodzielna,pomorskie,call,0
LEAD-0661,0.36,0.47,60,16,przychodnia,wielkopolskie,offer,1
LEAD-0662,0.99,0.88,45,9,przychodnia,slaskie,call,0
LEAD-0663,0.61,0.22,46,20,przychodnia,slaskie,email,0
LEAD-0664,0.24,0.68,72,24,samodzielna,mazowieckie,email,1
LEAD-0665,0.1,0.61,55,28,przychodnia,mazowieckie,call,0
LEAD-0666,0.15,0.3,86,41,samodzielna,pomorskie,email,1
LEAD-0667,0.25,0.14,85,33,samodzielna,mazowieckie,call,1
LEAD-0668,0.16,0.65,26,27,samodzielna,wielkopolskie,email,1
LEAD-0669,0.19,0.74,85,28,samodzielna,slaskie,offer,0
LEAD-0670,0.29,0.32,25,20,przychodnia,slaskie,call,0
LEAD-0671,0.17,0.64,65,43,przychodnia,mazowieckie,call,1
LEAD-0672,0.9,0.4,6,30,przychodnia,pomorskie,call,1
LEAD-0673,0.08,0.71,23,40,samodzielna,mazowieckie,call,0
LEAD-0674,0.52,0.2,64,42,przychodnia,pomorskie,call,1
LEAD-0675,0.41,0.89,87,34,samodzielna,wielkopolskie,call,0
LEAD-0676,0.98,0.29,43,20,samodzielna,slaskie,offer,0
LEAD-0677,0.11,0.37,23,38,samodzielna,wielkopolskie,offer,0
LEAD-0678,0.4,0.06,30,20,przychodnia,slaskie,email,1
LEAD-0679,0.97,0.11,77,34,przychodnia,wielkopolskie,call,1
LEAD-0680,0.87,0.52,18,48,samodzielna,mazowieckie,email,0
LEAD-0681,0.82,0.27,87,17,przychodnia,wielkopolskie,email,1
LEAD-0682,0.26,0.84,79,24,przychodnia,wielkopolskie,offer,1
LEAD-0683,0.17,0.01,21,8,samodzielna,mazowieckie,email,0
LEAD-0684,0.67,0.38,57,27,samodzielna,slaskie,offer,0
LEAD-0685,0.93,0.34,23,33,przychodnia,slaskie,email,1
LEAD-0686,0.56,0.02,45,13,samodzielna,mazowieckie,call,0
LEAD-0687,0.57,0.12,44,9,samodzielna,wielkopolskie,email,1
LEAD-0688,0.28,0.41,82,6,przychodnia,wielkopolskie,offer,0
LEAD-0689,0.77,0.49,88,43,przychodnia,wielkopolskie,offer,0
LEAD-0690,0.19,0.4,47,29,samodzielna,pomorskie,offer,1
LEAD-0691,0.32,0.53,40,6,przychodnia,slaskie,email,1
LEAD-0692,0.43,0.6,51,27,samodzielna,wielkopolskie,email,1
LEAD-0693,0.51,0.01,42,6,samodzielna,slaskie,offer,1
LEAD-0694,0.24,0.46,7,23,przychodnia,wielkopolskie,call,1
LEAD-0695,0.11,0.96,50,16,samodzielna,mazowieckie,call,0
LEAD-0696,0.61,0.52,48,14,samodzielna,mazowieckie,email,0
LEAD-0697,0.29,0.68,84,29,samodzielna,slaskie,email,1
LEAD-0698,0.58,0.31,6,34,przychodnia,slaskie,offer,0
LEAD-0699,0.15,0.77,9,44,przychodnia,mazowieckie,email,1
LEAD-0700,0.48,0.77,57,24,przychodnia,pomorskie,email,0
LEAD-0701,0.53,0.52,31,34,samodzielna,mazowieckie,offer,0
LEAD-0702,0.05,0.98,21,44,samodzielna,wielkopolskie,offer,1
LEAD-0703,0.34,0.13,40,19,przychodnia,pomorskie,email,1
LEAD-0704,0.13,0.02,45,31,przychodnia,mazowieckie,call,1
LEAD-0705,0.06,0.77,77,27,przychodnia,pomorskie,email,0
LEAD-0706,0.99,0.81,49,17,samodzielna,pomorskie,call,1
LEAD-0707,0.32,0.12,87,14,przychodnia,pomorskie,call,1
LEAD-0708,0.81,0.27,20,40,samodzielna,slaskie,call,1
LEAD-0709,0.25,0.02,17,34,przychodnia,mazowieckie,offer,1
LEAD-0710,0.68,0.29,28,27,samodzielna,slaskie,offer,1
LEAD-0711,0.76,0.77,41,49,samodzielna,slaskie,offer,1
LEAD-0712,0.6,0.52,66,2,przychodnia,wielkopolskie,email,0
LEAD-0713,0.47,0.35,25,39,samodzielna,wielkopolskie,offer,0
LEAD-0714,0.41,0.37,58,3,przychodnia,pomorskie,offer,0
LEAD-0715,0.35,0.0,41,7,samodzielna,pomorskie,email,0
LEAD-0716,0.93,0.3,6,47,samodzielna,wielkopolskie,email,1
LEAD-0717,0.83,0.65,75,39,przychodnia,wielkopolskie,call,1
LEAD-0718,0.97,0.97,38,43,samodzielna,mazowieckie,email,0
LEAD-0719,0.12,0.85,6,25,przychodnia,pomorskie,email,0
LEAD-0720,0.73,0.02,45,19,przychodnia,pomorskie,offer,0
LEAD-0721,0.94,0.9,75,28,przychodnia,wielkopolskie,call,1
LEAD-0722,0.18,0.78,14,42,samodzielna,mazowieckie,call,1
LEAD-0723,0.07,0.78,66,9,samodzielna,wielkopolskie,email,1
LEAD-0724,0.74,0.46,40,29,samodzielna,wielkopolskie,offer,0
LEAD-0725,0.57,0.4,3,11,przychodnia,slaskie,offer,0
LEAD-0726,0.84,0.3,24,18,przychodnia,pomorskie,offer,0
LEAD-0727,0.14,0.07,19,30,samodzielna,mazowieckie,offer,0
LEAD-0728,0.8,0.23,18,7,samodzielna,slaskie,email,0
LEAD-0729,0.2,0.25,64,15,przychodnia,pomorskie,offer,1
LEAD-0730,0.16,0.48,88,23,samodzielna,wielkopolskie,call,1
LEAD-0731,0.16,0.75,35,7,przychodnia,mazowieckie,call,1
LEAD-0732,0.81,0.47,62,27,samodzielna,pomorskie,email,1
LEAD-0733,0.67,0.06,1,40,przychodnia,wielkopolskie,offer,1
LEAD-0734,0.52,0.96,25,13,samodzielna,slaskie,offer,0
LEAD-0735,0.36,0.94,45,36,samodzielna,mazowieckie,offer,1
LEAD-0736,0.88,0.79,49,15,przychodnia,pomorskie,offer,0
LEAD-0737,0.39,0.99,89,23,przychodnia,slaskie,email,1
LEAD-0738,0.82,0.54,16,24,przychodnia,wielkopolskie,offer,0
LEAD-0739,0.44,0.96,19,49,samodzielna,wielkopolskie,email,0
LEAD-0740,0.38,0.08,23,8,przychodnia,pomorskie,offer,0
LEAD-0741,0.46,0.37,83,41,przychodnia,wielkopolskie,offer,0
LEAD-0742,0.3,0.23,25,26,samodzielna,mazowieckie,call,0
LEAD-0743,0.75,0.2,16,14,przychodnia,pomorskie,email,0
LEAD-0744,0.5,0.14,54,22,przychodnia,slaskie,call,1
LEAD-0745,0.23,0.62,73,42,przychodnia,pomorskie,email,0
LEAD-0746,0.9,0.78,1,11,samodzielna,pomorskie,offer,0
LEAD-0747,0.38,0.58,42,10,samodzielna,slaskie,offer,1
LEAD-0748,0.54,0.15,19,16,samodzielna,wielkopolskie,email,0
LEAD-0749,0.91,0.81,34,3,przychodnia,slaskie,call,1
LEAD-0750,0.62,0.64,80,26,samodzielna,mazowieckie,email,1
LEAD-0751,0.12,0.39,55,14,przychodnia,wielkopolskie,email,0
LEAD-0752,0.94,0.67,18,35,przychodnia,pomorskie,offer,0
LEAD-0753,0.63,0.26,34,35,przychodnia,wielkopolskie,call,1
LEAD-0754,0.33,0.35,89,36,samodzielna,wielkopolskie,email,0
LEAD-0755,0.14,0.92,45,39,samodzielna,mazowieckie,call,1
LEAD-0756,0.79,0.29,6,4,przychodnia,wielkopolskie,call,0
